"","Project ID","Project.Type","Offset.Project Operator","Project.Name","Offsets issued","Number of Offsets Un-retired (Estimated, as of Dec. 2018)","Percent of Offsets Sold (Estimated, as of Dec. 2018)","Vintage.Year","Offset Designation","Type of Protocol","Invalidation Period End Date","Issuance Date"
"94","CAFR0041-E","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",1089,1089,"0%","2010","CCO-3","Compliance",2019-08-31,2016-08-31
"50","CALS0117-B","Livestock","Aurora Ridge Dairy","Aurora Ridge",10352,0,"100%","2010","CCO-0","Compliance",2018-12-08,2015-12-08
"35","CAFR0105-E","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2010","CCO-8","Compliance",2024-08-31,2016-08-31
"1701","CAFR0001-F","U.S. Forest","Coastal Ridges LLC","Willits Woods",114795,114795,"0%","2009","CCO-8","Early Action",2021-11-12,2013-11-12
"1664","CALS0010-A","Livestock","Environmental Credit Corp","Will-O-Crest Farms Livestock",439,0,"100%","2009","CCO-8","Early Action",2022-05-13,2014-05-13
"1601","CAFR0102-C","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",22619,0,"100%","2009","CCO-3","Compliance",2019-08-31,2016-08-31
"1575","CAFR0057-E","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",14559,14559,"0%","2009","CCO-0","Compliance",2019-02-23,2016-02-23
"1573","CAFR0058-D","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",8693,8693,"0%","2009","CCO-0","Compliance",2017-09-23,2014-09-23
"1522","CAFR0123-C","U.S. Forest","Usal Redwood","Usal Redwood Forest",226288,0,"100%","2009","CCO-3","Early Action",2019-08-09,2016-08-09
"1492","CAFR0049-D","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",24228,3934,"84%","2009","CCO-0","Early Action",2019-02-09,2016-02-09
"1470","CAFR0049-D2","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",16875,15245,"10%","2009","CCO-3","Early Action",2019-08-09,2016-08-09
"1450","CALS0083-E","Livestock","Camco International","The Dry Creek Dairy",7211,0,"100%","2009","CCO-3","Early Action",2019-07-26,2016-07-26
"1316","CALS0035-A","Livestock","Origin Climate Inc.","Scenic View Dairy",10000,0,"100%","2009","CCO-0","Compliance",2017-12-23,2014-12-23
"1135","CALS0008-A","Livestock","Environmental Credit Corp","Miedema Dairy",869,0,"100%","2009","CCO-8","Early Action",2023-09-08,2015-09-08
"1129","CAFR0073-C","U.S. Forest","Bascom Pacific","McCloud River",16192,0,"100%","2009","CCO-8","Compliance",2023-08-11,2015-08-11
"1074","CAFR0106-B","U.S. Forest","Northeast Wilderness Trust","Howland Research Forest",834,0,"100%","2009","CCO-8","Early Action",2024-08-31,2016-08-31
"1011","CAFR0042-C","U.S. Forest","The Conservation Fund","Gualala River Forest",80882,80882,"0%","2009","CCO-8","Compliance",2022-05-27,2014-05-27
"946","CAFR0063-C","U.S. Forest","Green Assets","Green Assets – Middleton",40472,13911,"66%","2009","CCO-0","Compliance",2018-02-24,2015-02-24
"887","CAFR0040-F","U.S. Forest","The Conservation Fund","Garcia River Forest",51864,81,"100%","2009","CCO-8","Early Action",2024-08-31,2016-08-31
"840","CAFR0080-A","U.S. Forest","Finite Carbon","Finite Carbon – The Forestland",21865,21865,"0%","2009","CCO-0","Early Action",2017-11-12,2014-11-12
"810","CAFR0047-D","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",37114,37114,"0%","2009","CCO-0","Compliance",2016-12-24,2013-12-24
"791","CAFR0116-C","U.S. Forest","Finite Carbon","Finite Carbon – NEFF",3082,2685,"13%","2009","CCO-8","Early Action",2024-02-23,2016-02-23
"696","CALS0007-A","Livestock","Environmental Credit Corp","Fessenden Dairy",697,0,"100%","2009","CCO-8","Compliance",2022-03-25,2014-03-25
"361","CALS0003-B","Livestock","Environmental Credit Corp","Coyne Farms",333,95,"71%","2009","CCO-8","Early Action",2022-02-25,2014-02-25
"312","CAMM0121-C","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",884871,440000,"50%","2009","CCO-8","Compliance",2024-01-12,2016-01-12
"179","CAFR0026-E","U.S. Forest","David Dicktel","Blue Source – Pungo River",13946,4968,"64%","2009","CCO-8","Compliance",2023-09-22,2015-09-22
"164","CAFR0031-E","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2009","CCO-8","Compliance",2023-10-27,2015-10-27
"150","CAFR0027-E","U.S. Forest","Blue Source","Blue Source – Noles South",4594,2297,"50%","2009","CCO-8","Compliance",2023-10-27,2015-10-27
"145","CAFR0028-E","U.S. Forest","Blue Source","Blue Source – Noles North",4824,1434,"70%","2009","CCO-8","Early Action",2023-10-27,2015-10-27
"134","CAFR0030-C","U.S. Forest","Blue Source","Blue Source – Francis Beidler",8190,8190,"0%","2009","CCO-0","Early Action",2017-03-25,2014-03-25
"86","CAFR0041-D","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",11289,11289,"0%","2009","CCO-3","Compliance",2019-08-31,2016-08-31
"49","CALS0117-A","Livestock","Aurora Ridge Dairy","Aurora Ridge",201,0,"100%","2009","CCO-0","Compliance",2018-12-08,2015-12-08
"30","CAFR0105-D","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2009","CCO-8","Compliance",2024-08-31,2016-08-31
"1685","CAFR0001-E","U.S. Forest","Coastal Ridges LLC","Willits Woods",107032,107032,"0%","2008","CCO-8","Early Action",2021-11-12,2013-11-12
"1605","CAFR0058-C","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",10155,10155,"0%","2008","CCO-0","Compliance",2017-09-23,2014-09-23
"1603","CAFR0057-D","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",10196,10196,"0%","2008","CCO-0","Compliance",2019-02-23,2016-02-23
"1587","CAFR0102-B","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",21174,0,"100%","2008","CCO-3","Compliance",2019-08-31,2016-08-31
"1525","CAFR0123-B","U.S. Forest","Usal Redwood","Usal Redwood Forest",218569,193847,"11%","2008","CCO-3","Early Action",2019-08-09,2016-08-09
"1488","CAFR0049-C3","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",20406,20406,"0%","2008","CCO-3","Early Action",2019-08-09,2016-08-09
"1472","CAFR0049-C2","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",808,0,"100%","2008","CCO-0","Early Action",2019-06-21,2016-06-21
"1468","CAFR0049-C","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",556,556,"0%","2008","CCO-0","Early Action",2019-02-09,2016-02-09
"1131","CAFR0073-B","U.S. Forest","Bascom Pacific","McCloud River",57418,0,"100%","2008","CCO-8","Compliance",2023-08-11,2015-08-11
"1071","CAFR0106-A","U.S. Forest","Northeast Wilderness Trust","Howland Research Forest",35299,0,"100%","2008","CCO-8","Early Action",2024-08-31,2016-08-31
"1013","CAFR0042-B","U.S. Forest","The Conservation Fund","Gualala River Forest",75734,75734,"0%","2008","CCO-8","Compliance",2022-05-27,2014-05-27
"944","CAFR0063-B","U.S. Forest","Green Assets","Green Assets – Middleton",36089,36089,"0%","2008","CCO-0","Compliance",2018-02-24,2015-02-24
"901","CAFR0040-E","U.S. Forest","The Conservation Fund","Garcia River Forest",41870,81,"100%","2008","CCO-8","Early Action",2024-08-31,2016-08-31
"808","CAFR0047-C","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",23726,23726,"0%","2008","CCO-0","Compliance",2016-12-24,2013-12-24
"792","CAFR0116-B","U.S. Forest","Finite Carbon","Finite Carbon – NEFF",3082,2685,"13%","2008","CCO-8","Early Action",2024-02-23,2016-02-23
"759","CAFR0103-C","U.S. Forest","Finite Carbon","Finite Carbon – MWF",8927,0,"100%","2008","CCO-0","Early Action",2018-10-27,2015-10-27
"743","CAFR0103-B","U.S. Forest","Finite Carbon","Finite Carbon – MWF",121802,0,"100%","2008","CCO-0","Early Action",2018-10-27,2015-10-27
"363","CALS0003-A","Livestock","Environmental Credit Corp","Coyne Farms",7,0,"100%","2008","CCO-8","Early Action",2022-02-25,2014-02-25
"315","CAMM0121-B2","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",20734,0,"100%","2008","CCO-8","Compliance",2024-08-23,2016-08-23
"314","CAMM0121-B","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",47718,39068,"18%","2008","CCO-8","Compliance",2024-01-12,2016-01-12
"187","CAFR0026-D","U.S. Forest","David Dicktel","Blue Source – Pungo River",10621,1353,"87%","2008","CCO-8","Compliance",2023-09-22,2015-09-22
"171","CAFR0026-D2","U.S. Forest","David Dicktel","Blue Source – Pungo River",667,667,"0%","2008","CCO-8","Compliance",2023-10-13,2015-10-13
"160","CAFR0031-D","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2008","CCO-8","Compliance",2023-10-27,2015-10-27
"154","CAFR0027-D","U.S. Forest","Blue Source","Blue Source – Noles South",4594,1990,"57%","2008","CCO-8","Compliance",2023-10-27,2015-10-27
"149","CAFR0028-D","U.S. Forest","Blue Source","Blue Source – Noles North",4824,2090,"57%","2008","CCO-8","Early Action",2023-10-27,2015-10-27
"136","CAFR0030-B","U.S. Forest","Blue Source","Blue Source – Francis Beidler",8190,8190,"0%","2008","CCO-0","Early Action",2017-03-25,2014-03-25
"88","CAFR0041-B2","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",36342,9609,"74%","2008","CCO-0","Compliance",2019-04-12,2016-04-12
"84","CAFR0041-B3","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",20190,20190,"0%","2008","CCO-3","Compliance",2019-08-09,2016-08-09
"72","CAFR0041-B","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",104226,6266,"94%","2008","CCO-0","Compliance",2018-10-13,2015-10-13
"70","CAFR0041-B4","U.S. Forest","The Conservation Fund","Big River / Salmon Creek",2375,2375,"0%","2008","CCO-3","Compliance",2019-08-31,2016-08-31
"32","CAFR0105-C","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2008","CCO-8","Compliance",2024-08-31,2016-08-31
"1689","CAFR0001-D","U.S. Forest","Coastal Ridges LLC","Willits Woods",99681,99681,"0%","2007","CCO-8","Early Action",2021-11-12,2013-11-12
"1581","CAFR0057-C","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",11031,11031,"0%","2007","CCO-0","Compliance",2019-02-23,2016-02-23
"1577","CAFR0102-A","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",17851,0,"100%","2007","CCO-3","Compliance",2019-08-31,2016-08-31
"1523","CAFR0123-A","U.S. Forest","Usal Redwood","Usal Redwood Forest",1455570,138848,"90%","2007","CCO-3","Early Action",2019-08-09,2016-08-09
"1484","CAFR0049-B","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",78349,30456,"61%","2007","CCO-0","Early Action",2019-02-09,2016-02-09
"1476","CAFR0049-B2","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",14647,14349,"2%","2007","CCO-3","Early Action",2019-08-09,2016-08-09
"1125","CAFR0073-A","U.S. Forest","Bascom Pacific","McCloud River",71773,71773,"0%","2007","CCO-8","Compliance",2023-08-11,2015-08-11
"999","CAFR0042-A","U.S. Forest","The Conservation Fund","Gualala River Forest",5426,5426,"0%","2007","CCO-8","Compliance",2022-05-27,2014-05-27
"950","CAFR0063-A","U.S. Forest","Green Assets","Green Assets – Middleton",271,0,"100%","2007","CCO-0","Compliance",2018-02-24,2015-02-24
"798","CAFR0047-B","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",75698,75012,"1%","2007","CCO-0","Compliance",2016-12-24,2013-12-24
"797","CAFR0116-A","U.S. Forest","Finite Carbon","Finite Carbon – NEFF",37275,32485,"13%","2007","CCO-8","Early Action",2024-02-23,2016-02-23
"763","CAFR0103-A","U.S. Forest","Finite Carbon","Finite Carbon – MWF",40581,0,"100%","2007","CCO-0","Early Action",2018-10-27,2015-10-27
"347","CALS0126-A","Livestock","Blue Spruce Energy","Cottonwood Dairy Livestock",16834,0,"100%","2007","CCO-3","Early Action",2019-08-31,2016-08-31
"316","CAMM0121-D","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",29266,0,"100%","2007","CCO-8","Compliance",2024-08-23,2016-08-23
"167","CAFR0026-C","U.S. Forest","David Dicktel","Blue Source – Pungo River",13801,3276,"76%","2007","CCO-8","Compliance",2023-09-22,2015-09-22
"158","CAFR0031-C","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2007","CCO-8","Compliance",2023-10-27,2015-10-27
"153","CAFR0027-C","U.S. Forest","Blue Source","Blue Source – Noles South",4594,2297,"50%","2007","CCO-8","Compliance",2023-10-27,2015-10-27
"146","CAFR0028-C","U.S. Forest","Blue Source","Blue Source – Noles North",4824,2412,"50%","2007","CCO-8","Early Action",2023-10-27,2015-10-27
"132","CAFR0030-A","U.S. Forest","Blue Source","Blue Source – Francis Beidler",434528,426928,"2%","2007","CCO-0","Early Action",2017-03-25,2014-03-25
"31","CAFR0105-B","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",612,0,"100%","2007","CCO-8","Compliance",2024-08-31,2016-08-31
"1697","CAFR0001-C","U.S. Forest","Coastal Ridges LLC","Willits Woods",92721,92721,"0%","2006","CCO-8","Early Action",2021-11-12,2013-11-12
"1585","CAFR0057-B","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",21515,21515,"0%","2006","CCO-0","Compliance",2019-02-23,2016-02-23
"1565","CAFR0058-B","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",3639,3639,"0%","2006","CCO-0","Compliance",2017-09-23,2014-09-23
"1480","CAFR0049-A2","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",289,0,"100%","2006","CCO-3","Early Action",2019-08-09,2016-08-09
"1464","CAFR0049-A","U.S. Forest","Pacific Forest Trust","The Van Eck Forest",39974,10726,"73%","2006","CCO-0","Early Action",2019-02-09,2016-02-09
"804","CAFR0047-A","U.S. Forest","Finite Carbon","Finite Carbon – Potlatch Moro",6257,6257,"0%","2006","CCO-0","Compliance",2016-12-24,2013-12-24
"313","CAMM0121-A","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",80314,0,"100%","2006","CCO-8","Compliance",2024-01-12,2016-01-12
"311","CAMM0121-A2","Mine Methane","Peabody Natural Gas","Coal Mine Methane Capture",9821,0,"100%","2006","CCO-8","Compliance",2024-08-23,2016-08-23
"189","CAFR0026-B","U.S. Forest","David Dicktel","Blue Source – Pungo River",13801,3276,"76%","2006","CCO-8","Compliance",2023-09-22,2015-09-22
"159","CAFR0031-B","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2006","CCO-8","Compliance",2023-10-27,2015-10-27
"155","CAFR0027-B","U.S. Forest","Blue Source","Blue Source – Noles South",4594,2297,"50%","2006","CCO-8","Compliance",2023-10-27,2015-10-27
"147","CAFR0028-B","U.S. Forest","Blue Source","Blue Source – Noles North",4824,2412,"50%","2006","CCO-8","Early Action",2023-10-27,2015-10-27
"33","CAFR0105-A","U.S. Forest","Northeast Wilderness Trust","Alder Stream Preserve",25282,0,"100%","2006","CCO-8","Compliance",2024-08-31,2016-08-31
"1683","CAFR0001-B","U.S. Forest","Coastal Ridges LLC","Willits Woods",86131,86131,"0%","2005","CCO-8","Early Action",2021-11-12,2013-11-12
"1607","CAFR0057-A","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",9483,9483,"0%","2005","CCO-0","Compliance",2019-02-23,2016-02-23
"1569","CAFR0058-A","U.S. Forest","The Nature Conservancy","Virginia Conservation Forestry",6687,6687,"0%","2005","CCO-0","Compliance",2017-09-23,2014-09-23
"175","CAFR0026-A","U.S. Forest","David Dicktel","Blue Source – Pungo River",13801,3276,"76%","2005","CCO-8","Compliance",2023-09-22,2015-09-22
"165","CAFR0031-A","U.S. Forest","Blue Source","Blue Source – Pocosin Lakes",23302,0,"100%","2005","CCO-8","Compliance",2023-10-27,2015-10-27
"152","CAFR0027-A","U.S. Forest","Blue Source","Blue Source – Noles South",4594,2297,"50%","2005","CCO-8","Compliance",2023-10-27,2015-10-27
"144","CAFR0028-A","U.S. Forest","Blue Source","Blue Source – Noles North",4824,0,"100%","2005","CCO-8","Early Action",2023-10-27,2015-10-27
"1687","CAFR0001-A","U.S. Forest","Coastal Ridges LLC","Willits Woods",0,0,"NaN%","2004",NA,"Early Action",NA,2013-12-10
